Approach,h1,h1_SE,h2,h2_SE,T_optimal,R_squared,Total_R_squared,Adj_R_squared,RMSE,n_obs,n_params,beta,beta_SE,Y_ref
No Detrending,0.01406786953510132,0.002809325564686926,-0.0004953895199293286,8.930352076336496e-05,14.198796067696605,0.25762263500605,0.25762263500605,0.20411288563243446,0.0525996714417873,8479,571,,,
Linear Temperature Detrending,0.014782433993976607,0.002967172421437894,-0.0005225714192500455,9.390399561920408e-05,14.143936550520907,0.08684071459176557,0.08684071459176557,0.08000422796304085,0.05833697966907726,8479,64,,,
Quadratic GDP Growth Detrending,0.00024108289618664287,0.0003565589740530741,-6.912528003506825e-06,1.0478104366135299e-05,17.438113528389184,0.0768040093630229,0.25261299132447923,0.06989238162563383,0.052776847212851405,8479,64,,,
Combined Detrending (Mixed),0.013537762266406052,0.002679450040574661,-0.0004712437953303057,8.479826216168061e-05,14.363862612681318,0.08018462441017238,0.2553498183830859,0.07329830609024857,0.05268012785908943,8479,64,,,
Combined Linear Detrending,0.0144630788233459,0.0027806753251067985,-0.0005032171862171809,8.800180321867526e-05,14.37061294753142,0.08633386596699577,0.1980236925608022,0.07949358474963641,0.054670297801045896,8479,64,,,
Combined Quadratic Detrending,0.01420873994181767,0.002726876887834881,-0.0004966899595867158,8.663107842411578e-05,14.303429803212083,0.08040706899522587,0.2555299016966026,0.07352241603583176,0.05267375749495847,8479,64,,,
Precomputed k Linear,0.013360374029823716,0.002681053425612357,-0.0004534618123071392,8.242340341500213e-05,14.73153159452207,0.0035958464515943867,0.19903848201376972,0.00347830437850849,0.054635698023979024,8479,2,,,
Precomputed k Quadratic,0.012919031763641108,0.0026277605485367376,-0.0004419905238289165,8.10553148556226e-05,14.614602652252497,0.0035311419916514986,0.25636055483656417,0.0034135922856223244,0.052644363545052274,8479,2,,,
GDP-Response Quadratic,0.00882045546741074,0.0014339313232532844,-0.00024124668422042815,3.415241942898991e-05,18.280987976919615,0.006109229766683932,0.25828451638057026,0.005874710944071215,0.05257621806896013,8479,3,0.5469097405238316,0.12078335289343638,15045.897472210649
Precomputed k LOESS,0.014322334477399725,0.0027030843454080374,-0.00048263453910301685,8.386587120639579e-05,14.837660089576252,0.002019224686284571,0.2466716420750189,0.0019014966250230358,0.05298620660126572,8479,2,,,
GDP-Response LOESS,0.009025784400341984,0.0012639015693229926,-0.00023653488109495196,2.992430097356383e-05,19.07918265280877,0.005482463588097897,0.24928587687747272,0.005247796873512733,0.05289418911242492,8479,3,0.6029671812905998,0.11442025202367674,15045.897472210649
